ROSE GARDEN FILLED WITH THORNS KEEP YOU SECOND GUESSING LIKE OH MY GOD WHO IS SHE I GET DRUNK ON JEALOUSY BUT YOU'LL COME BACK EACH TIME YOU LEAVE 'CAUSE DARLING I'M A NIGHTMARE DRESSED LIKE A DAYDREAM SO IT'S GONNA BE FOREVER OR IT'S GONNA GO DOWN IN FLAMES YOU CAN TELL ME WHEN IT'S OVER IF THE HIGH WAS WORTH THE PAIN , blank_space
GOT A LONG LIST OF EX LOVERS THEY'LL TELL YOU I'M INSANE 'CAUSE YOU KNOW I LOVE THE PLAYERS AND YOU LOVE THE GAME 'CAUSE WE'RE YOUNG AND WE'RE RECKLESS WE'LL TAKE THIS WAY TOO FAR IT'LL LEAVE YOU BREATHLESS OR WITH A NASTY SCAR GOT A LONG LIST OF EX LOVERS THEY'LL TELL YOU I'M INSANE , blank_space
BUT I'VE GOT A BLANK SPACE BABY AND I'LL WRITE YOUR NAME BOYS ONLY WANT LOVE IF IT'S TORTURE DON'T SAY I DIDN'T SAY I DIDN'T WARN YA BOYS ONLY WANT LOVE IF IT'S TORTURE DON'T SAY I DIDN'T SAY I DIDN'T WARN YA SO IT'S GONNA BE FOREVER OR IT'S GONNA GO DOWN IN FLAMES YOU CAN TELL ME WHEN IT'S OVER IF THE HIGH WAS WORTH THE PAIN , blank_space
GOT A LONG LIST OF EX LOVERS THEY'LL TELL YOU I'M INSANE 'CAUSE YOU KNOW I LOVE THE PLAYERS AND YOU LOVE THE GAME 'CAUSE WE'RE YOUNG AND WE'RE RECKLESS WE'LL TAKE THIS WAY TOO FAR IT'LL LEAVE YOU BREATHLESS OR WITH A NASTY SCAR GOT A LONG LIST OF EX LOVERS THEY'LL TELL YOU I'M INSANE , blank_space
I KNEW YOU WERE TROUBLE I THINK I THINK WHEN IT'S ALL OVER IT JUST COMES BACK IN FLASHES YOU KNOW IT'S LIKE A KALEIDOSCOPE OF MEMORIES IT JUST ALL COMES BACK BUT HE NEVER DOES I THINK PART OF ME KNEW THE SECOND I SAW HIM THAT THIS WOULD HAPPEN IT'S NOT REALLY ANYTHING HE SAID OR ANYTHING HE DID IT WAS THE FEELING THAT CAME ALONG WITH IT AND THE CRAZY THING IS I DON'T KNOW IF I'M EVER GONNA FEEL THAT WAY AGAIN , i_knew_you_were_trouble
BUT I DON'T KNOW IF I SHOULD I KNEW HIS WORLD MOVED TOO FAST AND BURNED TOO BRIGHT BUT I JUST THOUGHT HOW CAN THE DEVIL BE PULLING YOU TOWARD SOMEONE WHO LOOKS SO MUCH LIKE AN ANGEL WHEN HE SMILES AT YOU MAYBE HE KNEW THAT WHEN HE SAW ME I GUESS I JUST LOST MY BALANCE I THINK THAT THE WORST PART OF IT ALL WASN'T LOSING HIM IT WAS LOSING ME ONCE UPON A TIME A FEW MISTAKES AGO I WAS IN YOUR SIGHTS YOU GOT ME ALONE YOU FOUND ME YOU FOUND ME YOU FOUND ME , i_knew_you_were_trouble
I GUESS YOU DIDN'T CARE AND I GUESS I LIKED THAT AND WHEN I FELL HARD YOU TOOK A STEP BACK WITHOUT ME WITHOUT ME WITHOUT ME AND HE'S LONG GONE WHEN HE'S NEXT TO ME AND I REALIZE THE BLAME IS ON ME 'CAUSE I KNEW YOU WERE TROUBLE WHEN YOU WALKED IN SO SHAME ON ME NOW FLEW ME TO PLACES I'D NEVER BEEN 'TIL YOU PUT ME DOWN OH I KNEW YOU WERE TROUBLE WHEN YOU WALKED IN , i_knew_you_were_trouble
SO SHAME ON ME NOW FLEW ME TO PLACES I'D NEVER BEEN NOW I'M LYING ON THE COLD HARD GROUND OH OH TROUBLE TROUBLE TROUBLE OH OH TROUBLE TROUBLE TROUBLE NO APOLOGIES HE'LL NEVER SEE YOU CRY PRETENDS HE DOESN'T KNOW THAT HE'S THE REASON WHY YOU'RE DROWNING YOU'RE DROWNING YOU'RE DROWNING NOW I HEARD YOU MOVED ON FROM WHISPERS ON THE STREET , i_knew_you_were_trouble
A NEW NOTCH IN YOUR BELT IS ALL I'LL EVER BE AND NOW I SEE NOW I SEE NOW I SEE HE WAS LONG GONE WHEN HE MET ME AND I REALIZE THE JOKE IS ON ME YEAH I KNEW YOU WERE TROUBLE WHEN YOU WALKED IN SO SHAME ON ME NOW FLEW ME TO PLACES I'D NEVER BEEN 'TIL YOU PUT ME DOWN OH I KNEW YOU WERE TROUBLE WHEN YOU WALKED IN SO SHAME ON ME NOW , i_knew_you_were_trouble
FLEW ME TO PLACES I'D NEVER BEEN NOW I'M LYING ON THE COLD HARD GROUND OH OH TROUBLE TROUBLE TROUBLE OH OH TROUBLE TROUBLE TROUBLE AND THE SADDEST FEAR COMES CREEPING IN THAT YOU NEVER LOVED ME OR HER OR ANYONE OR ANYTHING YEAH I KNEW YOU WERE TROUBLE WHEN YOU WALKED IN SO SHAME ON ME NOW FLEW ME TO PLACES I'D NEVER BEEN 'TIL YOU PUT ME DOWN OH , i_knew_you_were_trouble
I KNEW YOU WERE TROUBLE WHEN YOU WALKED IN YOU WERE RIGHT THERE YOU WERE RIGHT THERE SO SHAME ON ME NOW FLEW ME TO PLACES I'D NEVER BEEN NOW I'M LYING ON THE COLD HARD GROUND OH OH TROUBLE TROUBLE TROUBLE OH OH TROUBLE TROUBLE TROUBLE I KNEW YOU WERE TROUBLE WHEN YOU WALKED IN TROUBLE TROUBLE TROUBLE I KNEW YOU WERE TROUBLE WHEN YOU WALKED IN TROUBLE TROUBLE TROUBLE , i_knew_you_were_trouble
I STAY OUT TOO LATE GOT NOTHING IN MY BRAIN THAT'S WHAT PEOPLE SAY MMM MMM THAT'S WHAT PEOPLE SAY MMM MMM I GO ON TOO MANY DATES CHUCKLE BUT I CAN'T MAKE THEM STAY AT LEAST THAT'S WHAT PEOPLE SAY MMM MMM THAT'S WHAT PEOPLE SAY MMM MMM BUT I KEEP CRUISING CAN'T STOP WON'T STOP MOVING , shake_it_off
IT'S LIKE I GOT THIS MUSIC IN MY MIND SAYING IT'S GONNA BE ALRIGHT 'CAUSE THE PLAYERS GONNA PLAY PLAY PLAY PLAY PLAY AND THE HATERS GONNA HATE HATE HATE HATE HATE BABY I'M JUST GONNA SHAKE SHAKE SHAKE SHAKE SHAKE I SHAKE IT OFF I SHAKE IT OFF HEART BREAKERS GONNA BREAK BREAK BREAK BREAK BREAK AND THE FAKERS GONNA FAKE FAKE FAKE FAKE FAKE BABY I'M JUST GONNA SHAKE SHAKE SHAKE SHAKE SHAKE , shake_it_off
I SHAKE IT OFF I SHAKE IT OFF I NEVER MISS A BEAT I'M LIGHTNING ON MY FEET AND THAT'S WHAT THEY DON'T SEE MMM MMM THAT'S WHAT THEY DON'T SEE MMM MMM I'M DANCING ON MY OWN DANCING ON MY OWN I MAKE THE MOVES UP AS I GO MOVES UP AS I GO AND THAT'S WHAT THEY DON'T KNOW MMM MMM THAT'S WHAT THEY DON'T KNOW MMM MMM BUT I KEEP CRUISING , shake_it_off
CAN'T STOP WON'T STOP GROOVING IT'S LIKE I GOT THIS MUSIC IN MY MIND SAYING IT'S GONNA BE ALRIGHT 'CAUSE THE PLAYERS GONNA PLAY PLAY PLAY PLAY PLAY AND THE HATERS GONNA HATE HATE HATE HATE HATE BABY I'M JUST GONNA SHAKE SHAKE SHAKE SHAKE SHAKE I SHAKE IT OFF I SHAKE IT OFF HEART BREAKERS GONNA BREAK BREAK BREAK BREAK BREAK AND THE FAKERS GONNA FAKE FAKE FAKE FAKE FAKE , shake_it_off
BABY I'M JUST GONNA SHAKE SHAKE SHAKE SHAKE SHAKE I SHAKE IT OFF I SHAKE IT OFF SHAKE IT OFF I SHAKE IT OFF I I I SHAKE IT OFF I SHAKE IT OFF I I I SHAKE IT OFF I SHAKE IT OFF I I I SHAKE IT OFF I SHAKE IT OFF HEY HEY HEY JUST THINK WHILE YOU'VE BEEN GETTING DOWN AND OUT ABOUT THE LIARS AND THE DIRTY DIRTY CHEATS OF THE WORLD YOU COULD'VE BEEN GETTING DOWN TO THIS SICK BEAT MY EX MAN BROUGHT HIS NEW GIRLFRIEND , shake_it_off
SHE'S LIKE OH MY GOD BUT I'M JUST GONNA SHAKE AND TO THE FELLA OVER THERE WITH THE HELLA GOOD HAIR WON'T YOU COME ON OVER BABY WE CAN SHAKE SHAKE SHAKE YEAH OHHH 'CAUSE THE PLAYERS GONNA PLAY PLAY PLAY PLAY PLAY AND THE HATERS GONNA HATE HATE HATE HATE HATE HATERS GONNA HATE I'M JUST GONNA SHAKE SHAKE SHAKE SHAKE SHAKE I SHAKE IT OFF I SHAKE IT OFF HEART BREAKERS GONNA BREAK BREAK BREAK BREAK BREAK MMMM AND THE FAKERS GONNA FAKE FAKE FAKE FAKE FAKE AND FAKE AND FAKE AND FAKE , shake_it_off
BABY I'M JUST GONNA SHAKE SHAKE SHAKE SHAKE SHAKE I SHAKE IT OFF I SHAKE IT OFF SHAKE IT OFF I SHAKE IT OFF I I I SHAKE IT OFF I SHAKE IT OFF I I I SHAKE IT OFF I SHAKE IT OFF I I I SHAKE IT OFF I SHAKE IT OFF SHAKE IT OFF I SHAKE IT OFF I I I SHAKE IT OFF I SHAKE IT OFF I I I SHAKE IT OFF I SHAKE IT OFF I I I SHAKE IT OFF I SHAKE IT OFF , shake_it_off
WILDEST DREAMS HE SAID LET'S GET OUT OF THIS TOWN DRIVE OUT OF THE CITY AWAY FROM THE CROWDS I THOUGHT HEAVEN CAN'T HELP ME NOW NOTHING LASTS FOREVER BUT THIS IS GONNA TAKE ME DOWN HE'S SO TALL AND HANDSOME AS HELL HE'S SO BAD BUT HE DOES IT SO WELL I CAN SEE THE END AS IT BEGINS MY ONE CONDITION IS , wildest_dreams
SAY YOU'LL REMEMBER ME STANDING IN A NICE DRESS STARING AT THE SUNSET BABE RED LIPS AND ROSY CHEEKS SAY YOU'LL SEE ME AGAIN EVEN IF IT'S JUST IN YOUR WILDEST DREAMS WILDEST DREAMS I SAID NO ONE HAS TO KNOW WHAT WE DO HIS HANDS ARE IN MY HAIR HIS CLOTHES ARE IN MY ROOM AND HIS VOICE IS A FAMILIAR SOUND NOTHING LASTS FOREVER BUT THIS IS GETTING GOOD NOW HE'S SO TALL AND HANDSOME AS HELL , wildest_dreams
HE'S SO BAD BUT HE DOES IT SO WELL AND WHEN WE'VE HAD OUR VERY LAST KISS MY LAST REQUEST IS SAY YOU'LL REMEMBER ME STANDING IN A NICE DRESS STARING AT THE SUNSET BABE RED LIPS AND ROSY CHEEKS SAY YOU'LL SEE ME AGAIN EVEN IF IT'S JUST IN YOUR WILDEST DREAMS WILDEST DREAMS YOU SEE ME IN HINDSIGHT TANGLED UP WITH YOU ALL NIGHT , wildest_dreams
BURNIN' IT DOWN SOME DAY WHEN YOU LEAVE ME I BET THESE MEMORIES FOLLOW YOU AROUND YOU SEE ME IN HINDSIGHT TANGLED UP WITH YOU ALL NIGHT BURNIN' IT DOWN SOME DAY WHEN YOU LEAVE ME I BET THESE MEMORIES FOLLOW YOU AROUND SAY YOU'LL REMEMBER ME STANDING IN A NICE DRESS STARING AT THE SUNSET BABE , wildest_dreams
